Disease Pair,Comorbidity
leprosy&spondylarthropathies,5.744832
"celiac disease&metabolism, inborn errors",5.731618
"malabsorption syndromes&metabolism, inborn errors",5.731618
hypotrichosis&spinal cord diseases,5.7217
lymphoma&muscular diseases,5.717274
"arthritis, rheumatoid&exophthalmos",5.707948
adenocarcinoma&sleep disorders,5.697876
"metabolism, inborn errors&spinocerebellar ataxias",5.689644
demyelinating diseases&malformations of cortical development,5.688033
malformations of cortical development&multiple sclerosis,5.688033
lymphatic diseases&prostatic neoplasms,5.672916
hair diseases&lymphoma,5.667551
"intestinal neoplasms&neoplasms, germ cell and embryonal",5.662509
hair diseases&muscular diseases,5.661493
muscular diseases&precursor cell lymphoblastic leukemia-lymphoma,5.635565
behcet syndrome&cranial nerve diseases,5.631811
"behcet syndrome&genital diseases, female",5.631379
macular degeneration&retinitis pigmentosa,5.629126
leprosy&spondylitis,5.615988
"anemia, aplastic&hair diseases",5.615727
"hypotrichosis&metal metabolism, inborn errors",5.60961
"bone diseases, metabolic&muscular diseases",5.602214
"anemia, hemolytic&lipidoses",5.58356
"anemia, aplastic&spinal cord diseases",5.579026
basal ganglia diseases&spinocerebellar degenerations,5.559159
alzheimer disease&cerebellar ataxia,5.55284
"blood coagulation disorders&metabolism, inborn errors",5.540897
"blood coagulation disorders, inherited&metabolism, inborn errors",5.540897
crohn disease&muscular diseases,5.529773
"spondylarthropathies&spondylitis, ankylosing",5.518286
"blood platelet disorders&metabolism, inborn errors",5.514205
"abnormalities, multiple&osteoporosis",5.497449
autoimmune diseases&immune system diseases,5.472524
"anemia, aplastic&mycobacterium infections",5.471408
autoimmune diseases&leukemia,5.453395
bone diseases&leprosy,5.447302
osteoporosis&spondylarthropathies,5.442488
osteoporosis&spondylitis,5.439345
myeloproliferative disorders&vascular diseases,5.438166
"spondylitis&spondylitis, ankylosing",5.409107
liver cirrhosis&muscular diseases,5.408546
"liver cirrhosis, biliary&muscular diseases",5.408546
"lymphatic diseases&neoplasms, connective and soft tissue",5.39707
"carbohydrate metabolism, inborn errors&celiac disease",5.395758
"carbohydrate metabolism, inborn errors&malabsorption syndromes",5.395758
autoimmune diseases&uveitis,5.37532
muscular dystrophies&spinal cord diseases,5.36543
cranial nerve diseases&peripheral nervous system diseases,5.359304
"metabolism, inborn errors&muscular diseases",5.355864
exophthalmos&hypersensitivity,5.327898
hypersensitivity&mycobacterium infections,5.327157
arthritis&polyneuropathies,5.324377
hypotrichosis&immune system diseases,5.320895
"lung diseases, obstructive&mycobacterium infections",5.319323
immunologic deficiency syndromes&sleep disorders,5.312723
colorectal neoplasms&dyssomnias,5.299304
adenocarcinoma&esophageal diseases,5.298197
ankylosis&craniofacial abnormalities,5.264859
"anemia, aplastic&immune system diseases",5.255992
hypopigmentation&psoriasis,5.232755
celiac disease&peripheral nervous system diseases,5.225736
malabsorption syndromes&peripheral nervous system diseases,5.225736
"anemia, hemolytic&dyssomnias",5.219594
"death, sudden&spinal cord diseases",5.216029
hemorrhagic disorders&immune system diseases,5.208252
cerebellar ataxia&movement disorders,5.207118
"anemia, aplastic&lipidoses",5.193936
glioma&hypothalamic diseases,5.19102
coronary disease&muscular diseases,5.190087
celiac disease&uveal diseases,5.18393
malabsorption syndromes&uveal diseases,5.18393
ectodermal dysplasia&parkinsonian disorders,5.180709
"amino acid metabolism, inborn errors&peripheral nervous system diseases",5.170581
aneurysm&arterial occlusive diseases,5.160411
"arthritis, rheumatoid&autoimmune diseases",5.156299
cranial nerve diseases&nervous system diseases,5.147146
"anemia, hemolytic&lysosomal storage diseases",5.143396
immune system diseases&rheumatic diseases,5.135114
"hemorrhagic disorders&leukemia, lymphocytic, chronic, b-cell",5.082713
bone diseases&coronary disease,5.082667
hypotrichosis&psoriasis,5.074909
dyssomnias&goiter,5.073567
goiter&polyneuropathies,5.073567
autoimmune diseases&myeloproliferative disorders,5.073021
leprosy&spinocerebellar ataxias,5.064928
celiac disease&pancreatic diseases,5.049387
malabsorption syndromes&pancreatic diseases,5.049387
movement disorders&peripheral nervous system diseases,5.046145
alzheimer disease&malformations of cortical development,5.039493
coronary disease&dementia,5.033736
albuminuria&autoimmune diseases,5.03369
autoimmune diseases&proteinuria,5.03369
"carbohydrate metabolism, inborn errors&muscular diseases",5.033675
"anemia, aplastic&anemia, hemolytic",5.02251
goiter&lysosomal storage diseases,4.9995
"hemorrhagic disorders&leukemia, b-cell",4.996785
celiac disease&myocardial infarction,4.99678
dyssomnias&endocrine system diseases,4.996694
dyssomnias&thyroid diseases,4.996694
endocrine system diseases&polyneuropathies,4.996694
polyneuropathies&thyroid diseases,4.996694
"amino acid metabolism, inborn errors&exophthalmos",4.995759
glomerulonephritis&lysosomal storage diseases,4.987675
blood platelet disorders&stomatognathic diseases,4.982863
malformations of cortical development&osteoporosis,4.973882
hypotrichosis&motor neuron disease,4.970044
amyotrophic lateral sclerosis&hypotrichosis,4.970044
"leprosy&spondylitis, ankylosing",4.969522
epilepsy&nervous system diseases,4.951815
dementia&dyskinesias,4.945675
hemorrhagic disorders&sleep disorders,4.936837
dementia&disorders of sex development,4.935035
endocrine system diseases&lysosomal storage diseases,4.92375
lysosomal storage diseases&thyroid diseases,4.92375
glioma&immunologic deficiency syndromes,4.908299
cerebellar ataxia&coronary disease,4.906262
basal ganglia diseases&neuroendocrine tumors,4.898748
"albuminuria&amino acid metabolism, inborn errors",4.896367
"amino acid metabolism, inborn errors&proteinuria",4.896367
autoimmune diseases&neoplasms,4.884482
"celiac disease&liver cirrhosis, biliary",4.869308
"anemia, hemolytic&blood platelet disorders",4.865914
cranial nerve diseases&lysosomal storage diseases,4.850757
behcet syndrome&immune system diseases,4.850646
"amino acid metabolism, inborn errors&arthritis, rheumatoid",4.8413
"anemia, aplastic&muscular diseases",4.839779
hair diseases&intellectual disability,4.834267
behcet syndrome&blood coagulation disorders,4.826111
"behcet syndrome&blood coagulation disorders, inherited",4.826111
"autoimmune diseases&leukemia, myeloid, acute",4.823665
lymphatic diseases&lymphoma,4.820453
glomerulonephritis&gout,4.819276
lysosomal storage diseases&varicose veins,4.818612
heart arrest&myocardial ischemia,4.814986
coronary artery disease&heart arrest,4.81491
"intellectual disability&metabolism, inborn errors",4.801959
"lupus erythematosus, systemic&muscular dystrophies",4.795163
mycobacterium infections&spinal cord diseases,4.795148
"anemia, aplastic&metal metabolism, inborn errors",4.78299
bone diseases&peripheral nervous system diseases,4.782079
"movement disorders&spastic paraplegia, hereditary",4.776504
arthritis&nervous system diseases,4.771091
"exophthalmos&leukemia, myeloid, acute",4.76175
"metabolism, inborn errors&metal metabolism, inborn errors",4.756798
blood platelet disorders&celiac disease,4.754359
blood platelet disorders&malabsorption syndromes,4.754359
"neoplasms, connective and soft tissue&spinal cord diseases",4.728994
"leukemia, lymphocytic, chronic, b-cell&mycobacterium infections",4.726914
"lupus erythematosus, systemic&rheumatic diseases",4.708194
cerebellar ataxia&epilepsy,4.706662
hypotrichosis&uveitis,4.69308
cardiomyopathies&glomerulonephritis,4.684625
"cardiomyopathy, hypertrophic&glomerulonephritis",4.684625
blood platelet disorders&exophthalmos,4.684044
exophthalmos&uveitis,4.6771
hemorrhagic disorders&nervous system diseases,4.674488
leukemia&respiratory tract diseases,4.671728
"death, sudden&hair diseases",4.671564
bone diseases&hereditary sensory and motor neuropathy,4.667366
bone diseases&charcot-marie-tooth disease,4.667366
liver cirrhosis&spinocerebellar ataxias,4.663104
"liver cirrhosis, biliary&spinocerebellar ataxias",4.663104
"leukemia, lymphocytic, chronic, b-cell&polyneuropathies",4.660776
"anemia, hemolytic&immunologic deficiency syndromes",4.646941
autoimmune diseases&celiac disease,4.646612
autoimmune diseases&malabsorption syndromes,4.646612
"anemia, hemolytic&lymphoma",4.642536
"alzheimer disease&spastic paraplegia, hereditary",4.637702
behcet syndrome&lymphoma,4.62324
"adrenal gland diseases&carcinoma, renal cell",4.612689
precursor cell lymphoblastic leukemia-lymphoma&sleep disorders,4.582018
peripheral nervous system diseases&vasculitis,4.576311
cerebellar ataxia&demyelinating diseases,4.575672
cerebellar ataxia&multiple sclerosis,4.575672
"amino acid metabolism, inborn errors&stomatognathic diseases",4.555255
leukemia&uveitis,4.54812
"hypopigmentation&neoplasms, connective and soft tissue",4.547839
adrenal gland diseases&hypothalamic diseases,4.546495
blood platelet disorders&liver cirrhosis,4.533991
"blood platelet disorders&liver cirrhosis, biliary",4.533991
hemorrhagic disorders&retinitis pigmentosa,4.532128
epilepsy&spinocerebellar ataxias,4.518836
celiac disease&colorectal neoplasms,4.510959
colorectal neoplasms&malabsorption syndromes,4.510959
"lupus erythematosus, systemic&uveal diseases",4.507921
immunologic deficiency syndromes&movement disorders,4.501597
"leukemia, b-cell&mycobacterium infections",4.492101
immunologic deficiency syndromes&neoplasms,4.492084
"hypotrichosis&lupus erythematosus, systemic",4.489962
parkinsonian disorders&spinocerebellar degenerations,4.473445
arthritis&uveal diseases,4.472477
spinal cord diseases&spondylarthropathies,4.45247
"bile duct diseases&liver cirrhosis, biliary",4.449951
muscular diseases&psoriasis,4.449808
"liver cirrhosis&purine-pyrimidine metabolism, inborn errors",4.434469
"liver cirrhosis, biliary&purine-pyrimidine metabolism, inborn errors",4.434469
"leukemia, b-cell&polyneuropathies",4.429249
hypothalamic diseases&polyneuropathies,4.422637
adrenal gland diseases&respiratory tract diseases,4.407933
"bone diseases&diabetes mellitus, type 1",4.404253
"lymphoma&neoplasms, connective and soft tissue",4.398036
adrenal gland diseases&intestinal neoplasms,4.389629
osteoporosis&spinal cord diseases,4.384841
"dwarfism&neoplasms, germ cell and embryonal",4.3777
dwarfism&ovarian neoplasms,4.3777
bone diseases&spinal cord diseases,4.372654
dyskinesias&epilepsy,4.370115
adrenal gland diseases&goiter,4.366594
autoimmune diseases&glomerulonephritis,4.365353
hereditary sensory and motor neuropathy&motor neuron disease,4.364002
charcot-marie-tooth disease&motor neuron disease,4.364002
amyotrophic lateral sclerosis&charcot-marie-tooth disease,4.364002
amyotrophic lateral sclerosis&hereditary sensory and motor neuropathy,4.364002
"metabolism, inborn errors&sleep disorders",4.354606
psoriasis&spinocerebellar degenerations,4.347448
adenocarcinoma&hair diseases,4.341904
dwarfism&psoriasis,4.33266
hypopigmentation&varicose veins,4.309957
hypopigmentation&ovarian diseases,4.305366
"metabolism, inborn errors&movement disorders",4.304721
bile duct diseases&lysosomal storage diseases,4.302498
adrenal gland diseases&endocrine system diseases,4.300434
adrenal gland diseases&thyroid diseases,4.300434
arthritis&rheumatic diseases,4.299806
respiratory tract diseases&stomatognathic diseases,4.298322
colorectal neoplasms&hypotrichosis,4.275335
movement disorders&spinocerebellar degenerations,4.27114
"anemia, hemolytic&death, sudden",4.265407
"anemia, aplastic&malformations of cortical development",4.256329
"albuminuria&lupus erythematosus, systemic",4.255462
"lupus erythematosus, systemic&proteinuria",4.255462
immune system diseases&lymphoma,4.247475
"exophthalmos&leukemia, lymphocytic, chronic, b-cell",4.24606
alzheimer disease&dyskinesias,4.245148
"exophthalmos&leukemia, b-cell",4.24313
"anemia, aplastic&blood coagulation disorders",4.240518
"anemia, aplastic&blood coagulation disorders, inherited",4.240518
"arthritis, rheumatoid&celiac disease",4.236257
"celiac disease&lung diseases, obstructive",4.236257
autoimmune diseases&hereditary sensory and motor neuropathy,4.235171
autoimmune diseases&charcot-marie-tooth disease,4.235171
basal ganglia diseases&ectodermal dysplasia,4.230737
blood platelet disorders&ovarian diseases,4.221748
dyskinesias&hair diseases,4.197185
bone diseases&vascular diseases,4.195597
hypothalamic diseases&ovarian diseases,4.19302
"amino acid metabolism, inborn errors&myeloproliferative disorders",4.179202
liver cirrhosis&spinocerebellar degenerations,4.177179
"liver cirrhosis, biliary&spinocerebellar degenerations",4.177179
celiac disease&varicose veins,4.173512
malabsorption syndromes&varicose veins,4.173512
epilepsy&hypothalamic diseases,4.172367
"autoimmune diseases&metabolism, inborn errors",4.164411
"carcinoma, renal cell&uveal diseases",4.155678
prostatic neoplasms&spinal cord diseases,4.153372
polyneuropathies&spondylarthropathies,4.153133
"anemia, hemolytic&autoimmune diseases",4.134164
"lung diseases, obstructive&muscular diseases",4.124907
"metabolism, inborn errors&nervous system diseases",4.123197
"cholestasis&liver cirrhosis, biliary",4.122925
malformations of cortical development&myeloproliferative disorders,4.117468
graves disease&peripheral nervous system diseases,4.11463
celiac disease&polyneuropathies,4.11423
malabsorption syndromes&polyneuropathies,4.11423
"leukemia&metabolism, inborn errors",4.110815
"lung diseases, obstructive&lysosomal storage diseases",4.104261
blood coagulation disorders&celiac disease,4.093269
